student_id,login_frequency_per_week,attendance_percentage,assignment_delay_days,study_hours_per_day,sentiment_score,sleep_hours_per_day,stress_level,activity_trend,social_interaction_score,extracurricular_participation,activity_irregularity_score,engagement_score,burnout_velocity,burnout_risk_score,burnout_risk_level,dropout_probability,behavioural_triggers,recommended_intervention
1170,3,56,14,4.8,-0.43,5.2,9,Stable,9,1,0.32,5.34,0.193,60.18,Medium,0.53,"Low attendance, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1171,2,79,1,3.8,0.76,7.3,2,Improving,0,1,0.22,3.73,0.067,30.28,Low,0.28,Low LMS activity,No immediate action required
1172,2,53,11,2.6,-0.26,5.4,4,Improving,2,0,0.65,3.11,0.386,59.4,Medium,0.55,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1173,7,69,6,5.3,0.15,4.0,5,Declining,4,3,0.05,6.03,0.016,31.92,Low,0.28,Normal behaviour,No immediate action required
1174,5,82,8,5.7,0.2,5.5,2,Stable,2,3,0.73,5.5,0.279,38.19,Low,0.39,Frequent assignment delays,No immediate action required
1175,4,72,7,3.9,0.08,5.2,9,Declining,7,1,0.56,5.54,0.266,47.49,Medium,0.54,High stress,Monitor and provide academic support
1176,3,44,2,6.0,-0.1,5.2,2,Stable,9,4,0.73,5.22,0.337,46.15,Medium,0.48,Low attendance,Monitor and provide academic support
1177,2,41,8,2.6,0.82,10.4,6,Declining,8,1,0.76,3.95,0.385,50.66,Medium,0.54,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1178,7,90,14,2.2,-0.41,3.4,4,Declining,5,2,0.14,6.24,0.054,38.81,Low,0.42,"Frequent assignment delays, Negative sentiment",No immediate action required
1179,5,79,6,0.5,-0.76,8.4,9,Stable,0,3,0.51,3.97,0.23,45.02,Medium,0.49,"Negative sentiment, High stress",Monitor and provide academic support
1180,4,55,9,3.6,1.03,8.3,2,Stable,2,3,0.83,3.97,0.351,42.31,Medium,0.42,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1181,5,58,5,4.3,0.28,5.8,3,Stable,3,0,0.43,4.7,0.164,38.09,Low,0.3,Low attendance,No immediate action required
1182,3,88,10,4.9,0.39,7.8,6,Stable,0,3,0.5,4.52,0.214,42.7,Medium,0.36,Frequent assignment delays,Monitor and provide academic support
1183,6,45,14,5.1,0.6,3.6,5,Improving,9,1,0.17,5.97,0.079,46.27,Medium,0.5,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1184,5,93,12,4.3,-0.29,4.5,5,Stable,4,1,0.94,5.95,0.452,48.09,Medium,0.52,Frequent assignment delays,Monitor and provide academic support
1185,1,43,13,4.5,-1.44,6.3,9,Improving,8,3,0.13,4.09,0.09,69.37,Medium,0.67,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1186,3,63,8,5.8,-0.49,5.2,3,Stable,7,1,0.27,5.35,0.126,46.57,Medium,0.52,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1187,1,64,12,2.0,0.09,6.2,4,Stable,8,4,0.53,4.22,0.294,55.49,Medium,0.54,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1188,6,45,14,1.8,0.18,9.0,8,Stable,6,4,0.05,4.71,0.023,46.03,Medium,0.44,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1189,7,53,8,3.2,-0.42,7.4,1,Stable,8,4,0.61,5.93,0.233,38.27,Low,0.35,"Low attendance, Frequent assignment delays, Negative sentiment",No immediate action required
1190,0,72,1,4.5,-0.41,6.3,6,Stable,0,4,0.23,3.06,0.109,47.59,Medium,0.46,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1191,2,80,6,4.4,-0.41,6.6,6,Declining,9,4,0.14,5.68,0.06,42.88,Medium,0.46,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1192,0,41,9,3.0,0.88,4.9,6,Stable,7,3,0.36,3.23,0.208,57.87,Medium,0.67,"Low attendance, Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1193,2,88,6,5.3,0.79,6.9,4,Stable,7,4,0.66,5.7,0.252,38.16,Low,0.31,Low LMS activity,No immediate action required
1194,5,66,12,3.0,0.44,6.4,1,Stable,2,3,0.45,4.48,0.182,40.51,Medium,0.38,Frequent assignment delays,Monitor and provide academic support
1195,2,58,4,5.8,0.06,4.3,8,Stable,8,3,0.28,5.1,0.138,49.21,Medium,0.45,"Low attendance, Low LMS activity, High stress",Monitor and provide academic support
1196,0,86,14,5.5,-0.61,6.7,4,Stable,1,2,0.36,3.88,0.205,56.87,Medium,0.65,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1197,2,79,5,1.3,-0.27,5.7,5,Declining,4,3,0.8,4.03,0.396,49.53,Medium,0.59,Low LMS activity,Monitor and provide academic support
1198,2,71,8,4.9,0.26,6.5,7,Improving,1,3,1.0,3.91,0.548,54.8,Medium,0.64,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1199,2,94,10,4.3,-0.25,7.3,5,Declining,8,3,0.92,5.88,0.452,49.18,Medium,0.41,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1200,3,83,8,3.1,-0.08,8.5,5,Stable,5,2,0.88,5.01,0.402,45.66,Medium,0.46,Frequent assignment delays,Monitor and provide academic support
1201,7,60,11,5.0,-0.12,5.9,4,Declining,2,1,0.75,5.3,0.337,44.9,Medium,0.48,Frequent assignment delays,Monitor and provide academic support
1202,7,61,0,5.1,0.2,6.5,3,Improving,1,1,0.31,5.15,0.081,26.25,Low,0.16,Normal behaviour,No immediate action required
1203,6,78,5,5.2,0.29,5.8,7,Improving,2,3,0.87,5.58,0.343,39.41,Low,0.34,Normal behaviour,No immediate action required
1204,6,60,2,4.7,0.73,5.7,4,Declining,6,0,0.79,5.74,0.268,33.95,Low,0.37,Normal behaviour,No immediate action required
1205,1,90,0,5.3,-0.78,4.4,4,Stable,2,2,0.98,4.46,0.477,48.7,Medium,0.41,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1206,3,88,8,2.8,0.19,5.5,3,Declining,2,0,0.84,4.5,0.373,44.42,Medium,0.54,Frequent assignment delays,Monitor and provide academic support
1207,5,48,10,4.0,1.1,7.3,4,Improving,5,4,0.54,4.74,0.224,41.55,Medium,0.33,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1208,5,48,0,3.1,0.4,4.1,3,Stable,8,3,0.06,5.16,0.019,32.03,Low,0.4,Low attendance,No immediate action required
1209,1,80,12,3.8,-0.05,6.2,1,Stable,2,2,1.0,3.86,0.55,55.05,Medium,0.62,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1210,6,60,4,1.9,-0.03,4.2,5,Improving,8,3,0.87,5.58,0.376,43.21,Medium,0.35,Normal behaviour,Monitor and provide academic support
1211,7,40,7,3.3,-0.91,5.5,9,Stable,3,4,0.17,4.56,0.084,49.19,Medium,0.58,"Low attendance, Negative sentiment, High stress",Monitor and provide academic support
1212,5,59,8,4.4,0.04,4.1,4,Stable,2,3,0.95,4.55,0.476,50.14,Medium,0.52,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1213,6,80,0,2.0,0.45,6.2,2,Stable,5,1,0.91,5.6,0.257,28.19,Low,0.23,Normal behaviour,No immediate action required
1214,1,40,8,2.3,-0.7,6.4,3,Stable,3,0,0.52,2.56,0.315,60.6,Medium,0.51,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1215,5,88,13,5.1,-0.24,7.7,7,Declining,0,1,0.29,5.16,0.124,42.93,Medium,0.52,Frequent assignment delays,Monitor and provide academic support
1216,0,63,4,2.1,0.07,8.5,7,Stable,6,4,0.68,3.51,0.359,52.84,Medium,0.44,Low LMS activity,Monitor and provide academic support
1217,2,52,14,2.0,-0.69,3.7,8,Declining,4,4,0.61,3.36,0.426,69.8,Medium,0.66,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1218,4,65,6,5.7,0.34,7.1,7,Declining,6,0,0.6,5.49,0.259,43.14,Medium,0.47,Normal behaviour,Monitor and provide academic support
1219,1,43,13,4.9,-0.34,6.9,8,Declining,0,3,0.08,2.57,0.051,63.29,Medium,0.6,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1220,6,41,14,4.1,0.4,7.0,2,Improving,8,0,0.15,5.45,0.063,41.99,Medium,0.35,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1221,5,66,4,5.5,0.03,5.4,8,Declining,8,3,0.3,6.18,0.118,39.36,Low,0.39,High stress,No immediate action required
1222,4,54,9,5.5,-0.29,7.4,9,Declining,8,3,0.39,5.52,0.199,51.06,Medium,0.58,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1223,3,74,12,2.0,0.5,5.5,2,Stable,2,3,0.58,3.92,0.271,46.65,Medium,0.52,Frequent assignment delays,Monitor and provide academic support
1224,6,79,10,3.7,0.65,4.0,4,Stable,7,1,0.17,6.31,0.057,33.48,Low,0.32,Frequent assignment delays,No immediate action required
1225,3,76,7,4.7,-0.08,7.1,2,Stable,0,0,0.68,4.12,0.295,43.35,Medium,0.45,Normal behaviour,Monitor and provide academic support
1226,1,87,3,3.7,-0.47,6.7,1,Improving,4,2,0.53,4.45,0.217,40.96,Medium,0.34,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1227,1,66,13,0.7,-0.55,6.0,2,Stable,4,1,0.9,3.22,0.56,62.19,Medium,0.55,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1228,1,99,4,3.1,0.06,6.5,9,Declining,3,0,0.39,4.49,0.17,43.67,Medium,0.4,"Low LMS activity, High stress",Monitor and provide academic support
1229,3,44,4,3.1,-0.63,6.7,5,Declining,2,2,0.3,3.24,0.15,49.98,Medium,0.45,"Low attendance, Negative sentiment",Monitor and provide academic support
1230,2,97,0,3.3,-0.56,7.6,7,Stable,0,3,0.58,4.17,0.233,40.14,Medium,0.5,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1231,4,86,1,3.2,0.15,7.8,9,Declining,2,4,0.73,4.82,0.279,38.16,Low,0.31,High stress,No immediate action required
1232,4,56,4,3.5,0.13,7.2,6,Improving,6,3,0.06,4.78,0.023,38.2,Low,0.42,Low attendance,No immediate action required
1233,0,85,9,5.7,-0.06,4.7,4,Declining,6,1,0.49,4.89,0.253,51.61,Medium,0.52,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1234,5,63,6,2.6,-1.07,11.2,2,Declining,4,2,0.41,4.71,0.157,38.23,Low,0.45,Negative sentiment,No immediate action required
1235,6,86,3,4.9,0.08,6.5,8,Declining,0,0,0.85,5.36,0.316,37.18,Low,0.45,High stress,No immediate action required
1236,2,77,2,3.0,1.17,6.8,7,Improving,5,4,0.03,4.51,0.01,32.45,Low,0.4,Low LMS activity,No immediate action required
1237,1,81,13,4.0,-0.26,8.0,3,Stable,8,2,1.0,5.13,0.558,55.83,Medium,0.59,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1238,0,79,6,0.5,-0.06,6.0,5,Declining,4,4,0.75,3.27,0.403,53.73,Medium,0.59,Low LMS activity,Monitor and provide academic support
1239,7,48,14,5.4,-0.31,7.0,7,Stable,3,2,0.35,5.22,0.172,49.23,Medium,0.41,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1240,3,52,12,4.3,0.2,7.7,1,Stable,9,3,0.71,5.12,0.351,49.45,Medium,0.4,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1241,1,65,12,4.2,0.21,6.0,3,Declining,7,2,0.02,4.49,0.01,48.52,Medium,0.5,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1242,6,40,0,4.0,0.03,6.9,5,Stable,8,0,0.72,5.4,0.28,38.89,Low,0.46,Low attendance,No immediate action required
1243,1,49,3,3.9,0.1,5.8,2,Declining,3,4,0.8,3.15,0.413,51.61,Medium,0.53,"Low attendance, Low LMS activity",Monitor and provide academic support
1244,6,43,12,5.5,-0.35,8.8,2,Improving,1,2,0.27,4.39,0.118,43.8,Medium,0.42,"Low attendance, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1245,0,70,0,3.3,-0.16,6.7,2,Stable,5,4,0.94,3.76,0.449,47.74,Medium,0.39,Low LMS activity,Monitor and provide academic support
1246,3,50,8,2.5,0.36,5.8,4,Declining,2,4,0.42,3.3,0.205,48.87,Medium,0.46,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1247,7,51,2,1.0,-0.03,9.5,1,Declining,8,1,0.14,5.43,0.034,24.42,Low,0.2,Low attendance,No immediate action required
1248,2,52,4,5.8,-0.53,8.1,5,Stable,2,3,1.0,3.72,0.551,55.14,Medium,0.47,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1249,5,87,6,3.3,-0.72,3.1,2,Stable,2,3,0.0,5.17,0.0,35.22,Low,0.42,Negative sentiment,No immediate action required
1250,4,57,4,5.0,-0.2,7.2,9,Declining,5,0,0.8,4.91,0.399,49.92,Medium,0.55,"Low attendance, High stress",Monitor and provide academic support
1251,4,73,8,1.3,0.64,7.7,6,Stable,4,3,0.71,4.45,0.302,42.58,Medium,0.37,Frequent assignment delays,Monitor and provide academic support
1252,3,60,11,0.7,0.5,7.3,6,Stable,4,1,0.01,3.64,0.005,45.23,Medium,0.43,Frequent assignment delays,Monitor and provide academic support
1253,7,41,5,4.4,-0.43,8.3,6,Stable,8,3,0.04,5.81,0.014,36.24,Low,0.34,"Low attendance, Negative sentiment",No immediate action required
1254,0,59,6,4.8,0.06,8.8,6,Improving,8,1,0.18,4.33,0.087,48.57,Medium,0.47,"Low attendance, Low LMS activity",Monitor and provide academic support
1255,7,92,8,4.8,-1.08,6.9,5,Stable,6,3,0.85,7.02,0.336,39.58,Low,0.3,"Frequent assignment delays, Negative sentiment",No immediate action required
1256,2,47,0,3.8,-0.47,5.5,4,Declining,8,4,0.25,4.37,0.113,45.29,Medium,0.45,"Low attendance, Low LMS activity, Negative sentiment",Monitor and provide academic support
1257,6,99,6,4.2,0.08,6.5,7,Declining,3,1,0.64,6.21,0.215,33.63,Low,0.35,Normal behaviour,No immediate action required
1258,5,80,0,1.7,-0.19,6.0,9,Declining,2,2,0.98,4.64,0.416,42.4,Medium,0.43,High stress,Monitor and provide academic support
1259,3,86,14,4.2,-0.41,4.6,4,Stable,5,3,0.54,5.32,0.28,51.9,Medium,0.43,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1260,5,89,9,1.3,-0.54,6.3,2,Stable,1,4,0.95,4.63,0.416,43.76,Medium,0.53,"Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1261,5,77,13,4.9,1.09,3.7,3,Improving,7,3,0.9,6.19,0.392,43.55,Medium,0.47,Frequent assignment delays,Monitor and provide academic support
1262,0,87,10,4.9,-0.21,7.4,6,Improving,3,2,0.5,4.19,0.265,53.06,Medium,0.51,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1263,2,65,13,3.6,-0.21,4.1,3,Improving,5,1,0.98,4.27,0.6,61.19,Medium,0.55,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1264,2,68,10,2.5,-0.42,8.9,2,Declining,7,4,0.85,4.54,0.436,51.27,Medium,0.57,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1265,3,86,13,4.0,-0.48,7.2,8,Declining,5,3,0.01,5.28,0.005,47.39,Medium,0.38,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1266,4,67,11,1.8,-0.63,7.4,8,Declining,7,2,0.25,4.97,0.126,50.31,Medium,0.45,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1267,4,42,11,4.1,-0.18,5.5,8,Declining,1,2,0.49,3.48,0.288,58.85,Medium,0.59,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1268,6,88,2,2.7,0.12,6.7,1,Stable,9,0,0.79,6.78,0.208,26.36,Low,0.21,Normal behaviour,No immediate action required
1269,3,92,10,2.8,-0.4,7.6,1,Improving,1,4,0.22,4.42,0.084,38.35,Low,0.37,"Frequent assignment delays, Negative sentiment",No immediate action required
1270,7,50,7,3.7,0.81,6.7,3,Improving,6,1,0.89,5.54,0.335,37.61,Low,0.36,Low attendance,No immediate action required
1271,3,62,9,5.4,-0.71,6.8,8,Improving,2,3,0.64,4.24,0.365,57.08,Medium,0.54,"Frequent assignment delays, Negative sentiment, High stress",Monitor and provide academic support
1272,1,54,2,3.3,0.63,5.9,8,Improving,3,1,0.77,3.18,0.404,52.53,Medium,0.5,"Low attendance, Low LMS activity, High stress",Monitor and provide academic support
1273,3,42,1,5.3,-0.89,7.0,7,Declining,4,0,0.0,4.02,0.0,46.6,Medium,0.45,"Low attendance, Negative sentiment",Monitor and provide academic support
1274,5,45,4,4.5,-0.29,5.6,5,Stable,2,2,0.05,4.15,0.021,41.49,Medium,0.35,Low attendance,Monitor and provide academic support
1275,3,77,2,4.1,0.33,7.2,7,Stable,4,0,0.25,4.83,0.09,35.99,Low,0.31,Normal behaviour,No immediate action required
1276,0,87,10,6.0,-0.69,5.8,6,Stable,4,0,0.38,4.61,0.211,55.44,Medium,0.54,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1277,1,49,10,2.0,-0.87,6.7,6,Stable,3,3,0.63,2.77,0.411,65.24,Medium,0.58,"Low attendance, Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1278,4,77,0,3.3,-1.15,6.7,9,Stable,1,2,0.8,4.37,0.382,47.71,Medium,0.4,"Negative sentiment, High stress",Monitor and provide academic support
1279,1,78,12,5.2,0.42,5.6,9,Stable,5,3,0.98,4.68,0.595,60.68,Medium,0.68,"Low LMS activity, Frequent assignment delays, High stress",Monitor and provide academic support
1280,6,88,11,4.2,0.82,3.3,1,Stable,3,3,0.38,5.88,0.122,32.06,Low,0.23,Frequent assignment delays,No immediate action required
1281,3,74,7,4.9,0.54,7.0,7,Stable,2,0,0.53,4.5,0.233,43.87,Medium,0.45,Normal behaviour,Monitor and provide academic support
1282,4,40,4,4.5,-0.12,6.9,3,Declining,9,0,0.16,5.1,0.065,40.63,Medium,0.37,Low attendance,Monitor and provide academic support
1283,6,41,7,5.0,-0.39,6.5,8,Declining,1,2,0.63,4.23,0.324,51.46,Medium,0.46,"Low attendance, Negative sentiment, High stress",Monitor and provide academic support
1284,7,99,0,3.5,-0.5,4.8,1,Declining,4,0,0.88,6.57,0.23,26.13,Low,0.28,Negative sentiment,No immediate action required
1285,7,98,0,2.1,0.91,5.5,5,Improving,6,3,0.98,6.66,0.23,23.49,Low,0.29,Normal behaviour,No immediate action required
1286,6,54,6,1.6,0.76,5.8,8,Declining,7,1,0.94,5.14,0.423,45.0,Medium,0.53,"Low attendance, High stress",Monitor and provide academic support
1287,7,65,13,3.4,-0.12,5.1,5,Improving,3,0,0.2,5.33,0.084,42.17,Medium,0.43,Frequent assignment delays,Monitor and provide academic support
1288,6,98,2,1.6,-0.87,6.3,8,Stable,5,1,0.6,6.06,0.213,35.53,Low,0.27,"Negative sentiment, High stress",No immediate action required
1289,4,86,5,0.9,0.88,5.6,3,Stable,1,4,0.02,4.16,0.006,28.27,Low,0.38,Normal behaviour,No immediate action required
1290,6,66,9,3.0,0.43,9.1,4,Stable,1,4,0.17,4.58,0.056,32.81,Low,0.25,Frequent assignment delays,No immediate action required
1291,0,49,4,5.7,0.28,7.0,8,Stable,1,0,0.05,2.81,0.026,51.49,Medium,0.54,"Low attendance, Low LMS activity, High stress",Monitor and provide academic support
1292,4,43,6,1.9,0.29,6.4,4,Declining,9,0,0.5,4.67,0.227,45.31,Medium,0.5,Low attendance,Monitor and provide academic support
1293,1,74,3,4.6,-0.07,7.7,4,Stable,8,2,0.01,5.04,0.004,37.77,Low,0.4,Low LMS activity,No immediate action required
1294,0,82,8,4.2,-0.48,7.5,7,Improving,6,3,0.01,4.5,0.005,49.1,Medium,0.44,"Low LMS activity, Frequent assignment delays, Negative sentiment",Monitor and provide academic support
1295,0,85,4,0.9,-0.12,7.5,2,Declining,9,0,0.67,4.53,0.297,44.27,Medium,0.36,Low LMS activity,Monitor and provide academic support
1296,7,94,9,5.4,-0.07,2.9,8,Stable,9,0,0.25,7.8,0.088,35.35,Low,0.45,"Frequent assignment delays, High stress",No immediate action required
1297,7,90,13,2.5,0.08,7.6,9,Stable,0,4,0.67,5.3,0.284,42.4,Medium,0.48,"Frequent assignment delays, High stress",Monitor and provide academic support
1298,4,41,12,5.3,0.53,7.2,8,Stable,4,3,0.42,4.29,0.224,53.29,Medium,0.53,"Low attendance, Frequent assignment delays, High stress",Monitor and provide academic support
1299,7,50,9,0.6,0.01,3.6,6,Improving,0,2,0.41,3.72,0.192,46.73,Medium,0.5,"Low attendance, Frequent assignment delays",Monitor and provide academic support
1300,0,77,5,1.1,0.74,6.6,5,Declining,2,4,0.83,2.93,0.412,49.67,Medium,0.49,Low LMS activity,Monitor and provide academic support
1301,3,44,0,2.2,0.05,4.0,7,Stable,9,3,0.87,4.46,0.45,51.76,Medium,0.58,Low attendance,Monitor and provide academic support
1302,5,71,6,5.7,-0.57,4.5,7,Stable,0,4,0.9,4.77,0.456,50.67,Medium,0.42,Negative sentiment,Monitor and provide academic support
1303,4,74,6,1.6,0.21,7.8,1,Stable,2,0,0.01,4.14,0.003,30.74,Low,0.27,Normal behaviour,No immediate action required
1304,6,76,6,1.5,-0.52,7.6,7,Stable,6,4,0.72,5.58,0.299,41.56,Medium,0.46,Negative sentiment,Monitor and provide academic support
1305,1,69,5,3.5,-0.49,3.8,3,Stable,9,3,0.58,4.87,0.3,51.64,Medium,0.44,"Low LMS activity, Negative sentiment",Monitor and provide academic support
1306,1,67,10,1.8,-0.07,5.6,3,Stable,7,2,0.56,4.07,0.301,53.74,Medium,0.52,"Low LMS activity, Frequent assignment delays",Monitor and provide academic support
1307,5,72,2,4.2,0.74,5.7,2,Stable,5,0,0.63,5.5,0.191,30.29,Low,0.31,Normal behaviour,No immediate action required
